Tick,Dist_SameFeature_WithNoise,Dist_DifferentFeature
1327,74.813,87.862
1328,74.424,86.476
1329,74.51,86.487
1330,74.351,86.628
1331,74.006,86.674
1332,73.86,86.859
1333,74.151,86.565
1334,73.793,86.733
1335,73.245,86.492
1336,73.906,86.916
1337,73.455,86.651
1338,73.073,86.414
1339,73.127,86.599
1340,72.811,85.809
1341,72.943,86.383
1342,73.494,86.524
1343,74.067,86.808
1344,73.752,86.552
1345,74.591,87.022
1346,74.172,85.636
1347,75.478,85.832
1348,74.695,85.592
1349,74.573,86.08
1350,74.568,86.557
1351,75.66,87.582
1352,74.869,87.062
1353,75.206,86.244
1354,75.069,86.426
1355,74.852,86.085
1356,74.561,86.262
1357,74.873,86.881
1358,74.288,85.982
1359,74.245,87.42
1360,75.022,86.821
1361,74.929,86.474
1362,74.046,86.162
1363,74.833,86.291
1364,73.964,85.772
1365,73.665,86.07
1366,74.093,85.514
1367,73.747,85.136
1368,74.458,85.476
1369,73.863,85.892
1370,73.473,85.94
1371,74.061,86.062
1372,73.559,85.425
1373,74.708,85.716
1374,73.717,86.706
1375,74.708,86.111
1376,72.466,86.41
1377,73.56,86.044
1378,72.62,86.319
1379,73.75,86.343
1380,72.673,86.575
1381,73.02,86.214
1382,73.272,85.242
1383,73.338,86.654
1384,72.989,86.051
1385,73.573,85.554
1386,73.607,85.496
1387,74.238,86.062
1388,74.069,85.753
1389,73.217,85.988
1390,74.114,85.892
1391,73.474,86.254
1392,74.167,85.826
1393,74.791,85.577
1394,74.442,85.714
1395,74.381,86.329
1396,74.313,86.138
1397,74.326,86.233
1398,74.541,86.491
1399,73.839,85.799
1400,74.349,86.424
1401,74.972,86.425
1402,74.274,86.355
1403,74.765,86.086
1404,73.469,85.981
1405,73.902,86.229
1406,73.94,86.251
1407,73.715,86.667
1408,74.647,87.556
1409,74.823,87.107
1410,74.961,87.684
1411,75.415,88.013
1412,75.144,87.529
1413,75.233,87.136
1414,76.221,87.439
1415,75.835,86.499
1416,75.378,86.191
1417,76.145,86.446
1418,74.456,85.816
1419,75.827,86.133
1420,74.727,86.574
1421,74.979,85.847
1422,74.887,86.282
1423,75.523,86.838
1424,75.146,87.006
1425,75.135,87.098
1426,74.464,86.921
1427,74.803,87.036
1428,74.112,86.27
1429,74.223,86.181
1430,74.767,85.449
1431,74.885,85.506
1432,74.586,85.058
1433,74.819,85.218
1434,74.362,85.352
1435,74.792,85.961
1436,73.776,85.745
1437,74.898,85.874
1438,74.787,86.069
1439,76.399,86.648
1440,75.248,86.333
1441,75.608,86.032
1442,74.458,86.237
1443,75.033,86.546
1444,73.985,85.493
1445,74.954,86.085
1446,73.697,85.092
1447,74.844,86.47
1448,73.638,85.039
1449,74.5,86.905
1450,73.753,85.773
1451,74.12,85.903
1452,73.725,85.186
1453,74.251,85.624
1454,73.947,85.14
1455,73.656,84.617
1456,74.46,85.154
1457,72.752,84.861
1458,73.518,85.294
1459,73.138,85.417
1460,73.265,85.898
1461,73.511,86.436
1462,73.471,86.397
1463,74.413,86.443
1464,74.054,86.846
1465,73.546,85.847
1466,73.819,85.074
1467,73.674,86.196
1468,74.172,85.959
1469,73.833,86.305
1470,74.028,85.952
1471,74.707,86.825
1472,74.256,86.72
1473,75.269,87.335
1474,75.022,87.497
1475,74.911,87.796
1476,74.993,87.837
1477,75.198,87.356
1478,75.317,87.75
1479,75.253,86.905
1480,74.75,86.759
1481,74.617,87.103
1482,75.074,87.619
1483,74.895,86.947
1484,75.33,87.292
1485,75.378,87.095
1486,74.88,87.142
1487,75.582,87.201
1488,75.598,87.42
1489,75.821,87.947
1490,75.13,87.464
1491,75.428,87.365
1492,74.168,87.151
1493,75.04,86.811
1494,74.841,86.852
1495,75.024,86.987
1496,73.798,86.134
1497,75.039,86.792
1498,74.382,86.216
1499,74.593,86.94
1500,73.919,85.798
1501,74.335,86.307
1502,74.136,85.618
1503,74.903,85.909
1504,74.692,85.185
1505,76.001,85.266
1506,75.605,85.224
1507,75.673,85.728
1508,75.299,85.636
1509,75.531,86.027
1510,75.119,85.68
1511,75.52,86.498
1512,75.476,85.839
1513,75.643,87.223
1514,75.253,86.071
1515,74.985,86.219
1516,74.826,86.31
1517,75.892,85.845
1518,75.031,86.006
1519,75.164,86.178
1520,74.033,86.333
1521,74.756,86.634
1522,74.043,86.349
1523,74.226,86.264
1524,74.194,86.558
1525,74.864,86.408
1526,74.521,87.171
1527,75.029,87.276
1528,74.985,87.216
1529,75.017,87.51
1530,75.273,86.444
1531,74.924,86.205
1532,74.446,86.16
1533,74.759,85.764
1534,74.838,86.57
1535,74.888,86.675
1536,74.444,85.994
1537,74.736,85.632
1538,74.406,85.219
1539,73.72,85.322
1540,74.227,85.314
1541,74.653,85.915
1542,74.47,85.551
1543,74.511,86.231
1544,74.768,86.312
1545,74.557,86.382
1546,74.034,85.155
1547,74.468,85.78
1548,74.324,85.688
1549,74.973,85.985
1550,74.105,85.839
1551,74.474,86.681
1552,75.214,86.303
1553,75.669,86.841
1554,76.11,87.188
1555,75.37,87.706
1556,75.809,87.19
1557,74.794,88.244
1558,74.946,87.365
1559,74.844,88.086
1560,75,87.531
1561,75.369,87.741
1562,74.682,87.768
1563,74.886,87.966
1564,74.968,88.116
1565,73.998,87.873
1566,74.39,87.816
1567,75.279,89.095
1568,74.584,88.124
1569,75.586,88.847
1570,74.649,88.46
1571,74.561,88.136
1572,74.009,87.942
1573,75.784,89.676
1574,75.127,88.369
1575,74.613,88.601
1576,74.995,88.176
1577,75.064,87.754
1578,74.069,86.799
1579,74.874,87.464
1580,74.382,86.261
1581,75.418,87.385
1582,75.175,86.944
1583,75.763,87.377
1584,75.888,86.945
1585,75.735,87.443
1586,75.792,87.335
1587,75.598,87.565
1588,75.264,87.149
1589,74.758,88.322
1590,74.427,87.291
1591,74.114,87.675
1592,74.545,87.445
1593,73.912,86.82
1594,73.798,86.442
1595,74.558,87.09
1596,74.295,86.916
1597,75.766,88.254
1598,74.815,87.588
1599,75.798,88.367
1600,74.918,86.683
1601,74.994,87.059
1602,75.454,87.408
1603,75.258,87.03
1604,75.081,87.68
1605,74.709,86.146
1606,74.085,86.594
1607,74.576,86.339
1608,73.347,86.423
1609,73.914,86.042
1610,73.738,86.306
1611,73.368,85.371
1612,73.542,86.113
1613,74.713,86.204
1614,74.65,86.868
1615,75.779,87.028
1616,75.865,86.413
1617,76.103,86.064
1618,75.59,87.48
1619,75.58,85.302
1620,74.893,86.048
1621,75.286,85.679
1622,74.572,86.014
1623,75.558,85.639
1624,74.85,85.759
1625,75.753,85.313
1626,75.181,85.304
1627,75.188,85.952
1628,74.536,86.886
1629,74.161,86.847
1630,74.025,86.532
1631,74.669,86.475
1632,74.42,86.058
1633,74.325,85.209
1634,74.5,85.96
1635,74.276,84.88
1636,74.427,85.562
1637,74.279,85.306
1638,74.421,86.306
1639,74.476,85.68
1640,74.11,86.565
1641,73.953,86.267
1642,74.078,86.575
1643,74.548,86.478
1644,75.01,86.993
1645,74.061,86.996
1646,75.44,86.669
1647,73.86,87.795
1648,74.985,86.99
1649,74.796,88.064
1650,75.511,87.407
1651,75.049,87.252
1652,76.046,87.382
1653,75.434,87.778
1654,75.295,87.969
1655,74.94,87.896
1656,74.958,86.671
1657,74.803,87.422
1658,74.23,86.858
1659,75.183,87.573
1660,74.46,87.727
1661,75.104,87.68
1662,74.639,87.449
1663,74.814,86.818
1664,75.261,87.302
1665,75.254,87.116
1666,74.033,87.335
1667,75.525,87.686
1668,74.626,87.061
1669,75.838,88.008
1670,75.132,87.008
1671,75.176,86.809
1672,75.328,86.474
1673,75.803,87.202
1674,75.454,85.674
1675,75.187,86.511
1676,75.119,85.376
1677,75.44,85.697
1678,74.491,85.605
1679,74.631,86.072
1680,73.568,84.695
1681,74.576,85.178
1682,74.423,85.558
1683,75.386,85.206
1684,74.309,85.058
1685,75.349,85.931
1686,74.903,85.2
1687,75.886,85.698
1688,75.245,86.551
1689,75.753,86.478
1690,75.529,87.055
1691,74.733,85.892
1692,74.183,87.423
1693,74.235,86.473
1694,75.037,87.558
1695,74.879,86.76
1696,74.275,86.601
1697,74.155,85.957
1698,74.104,86.39
1699,73.687,86.145
1700,74.106,87.059
1701,74.511,86.782
1702,74.135,87.076
1703,75.225,88.043
1704,74.756,86.517
1705,74.303,87.101
1706,74.431,87.601
1707,74.308,87.083
1708,74.024,87.412
1709,74.286,87.646
1710,74.536,86.881
1711,74.452,87.53
1712,74.548,87.762
1713,74.681,87.372
1714,74.815,87.443
1715,75.957,87.78
1716,75.52,88.312
1717,75.577,87.421
1718,75.483,88.059
1719,75.857,88.096
1720,75.361,87.589
1721,75.131,87.091
1722,75.449,86.989
1723,75.064,87.417
1724,75.494,87.152
1725,74.991,87.364
1726,75.408,87.103
1727,74.478,86.925
1728,73.872,86.212
1729,74.186,85.865
1730,74.092,86.162
1731,74.729,86.01
1732,74.516,85.619
1733,74.223,85.45
1734,75.076,85.324
1735,75.6,86.363
1736,75.805,87.128
1737,76.042,86.535
1738,75.447,87.386
1739,75.969,87.398
1740,75.745,86.921
1741,75.765,86.725
1742,76.135,87.097
1743,75.395,87.197
1744,74.99,87.522
1745,75.336,87.736
1746,75.191,87.514
1747,75.912,88.551
1748,75.187,88.863
1749,75.714,88.134
1750,75.191,88.526
1751,75.421,88.924
1752,74.013,87.62
1753,75.038,88.255
1754,74.893,88.031
1755,75.416,88.744
1756,74.618,87.857
1757,75.405,88.102
1758,74.26,87.184
1759,74.194,87.651
1760,73.673,87.209
1761,74.366,88.166
1762,74.823,87.032
1763,74.502,87
1764,74.047,86.863
1765,75.244,86.811
1766,74.421,86.802
1767,75.059,86.731
1768,74.583,87.061
1769,74.409,87.612
1770,75.1,88.116
1771,75.188,87.855
1772,74.806,88.133
1773,74.589,86.828
1774,74.671,86.94
1775,74.174,86.572
1776,74.076,86.508
1777,73.328,85.771
1778,73.999,85.847
1779,74.188,86.112
1780,73.66,84.766
1781,74.451,85.493
1782,74.698,85.265
1783,74.518,85.798
1784,74.446,84.93
1785,74.324,85.128
1786,74.484,85.229
1787,75.392,86.056
1788,74.923,85.323
1789,76.289,85.37
1790,74.688,84.806
1791,75.712,85.417
1792,74.858,85.644
1793,75.483,85.736
1794,74.782,85.474
1795,76.149,86.089
1796,75.288,86.358
1797,76.285,85.843
1798,74.94,86.359
1799,75.82,86.582
1800,75.062,86.617
1801,75.186,86.555
1802,73.872,85.121
1803,75.219,85.14
1804,74.254,85.45
1805,74.286,84.923
1806,74.728,84.603
1807,74.453,85.462
1808,74.184,86.111
1809,74.576,85.932
1810,74.947,86.648
1811,74.901,85.937
1812,74.814,86.673
1813,75.702,86.704
1814,75.632,86.741
1815,75.288,87.269
1816,74.332,86.633
1817,75.647,87.115
1818,74.717,86.379
1819,75.091,86.855
1820,75.186,86.738
1821,75.202,86.365
1822,75.723,86.729
1823,74.713,87.027
1824,75.322,87.436
1825,74.404,86.691
1826,75.222,87.996
1827,74.729,87.553
1828,75.113,87.239
1829,75.745,88.082
1830,76.625,88.057
1831,76.497,87.267
1832,76.197,87.418
1833,76.196,87.99
1834,75.829,87.191
1835,76.409,87.571
1836,75.87,86.94
1837,76.9,87.426
1838,76.371,87.014
1839,77.022,87.244
1840,76.365,88.406
1841,76.882,88.43
1842,75.827,89.731
1843,75.793,88.969
1844,75.494,88.394
1845,75.763,88.567
1846,75.195,87.662
1847,74.881,88.225
1848,74.197,87.626
1849,74.983,88.185
1850,74.493,88.145
1851,75.539,89.201
1852,74.844,88.417
1853,75.519,89.476
1854,75.045,88.453
1855,74.907,89.943
1856,74.807,87.985
1857,74.664,88.72
1858,74.472,87.873
1859,74.873,87.919
1860,74.13,88.01
1861,75.211,88.356
1862,74.345,87.244
1863,74.762,87.271
1864,74.045,86.083
1865,75.189,86.795
1866,75.298,85.674
1867,74.997,86.897
1868,74.688,85.94
1869,74.701,86.499
1870,74.718,86.396
1871,75.42,86.79
1872,73.77,87.038
1873,74.737,86.569
1874,74.461,86.429
1875,75.121,86.803
1876,74.537,86.013
1877,74.918,86.742
1878,74.351,86.704
1879,74.698,86.788
1880,74.079,86.647
1881,74.567,85.737
1882,74.736,86.455
1883,74.028,86.182
1884,74.091,87.128
1885,75.016,86.894
1886,74.973,87.749
1887,75.792,88.392
1888,74.228,88.017
1889,75.36,87.724
1890,75.11,87.346
1891,75.338,86.876
1892,75.796,87.137
1893,76.157,87.439
1894,76.106,87.172
1895,75.763,87.091
1896,75.626,86.062
1897,75.648,85.99
1898,74.991,86.041
1899,74.931,86.539
1900,74.799,85.686
1901,74.561,85.364
1902,74.63,85.762
1903,74.877,85.069
1904,75.133,86.493
1905,74.315,85.954
1906,74.828,86.868
1907,74.374,86.477
1908,74.87,86.256
1909,74.533,86.394
1910,75.024,87.117
1911,75.594,86.695
1912,74.621,87.105
1913,74.199,86.989
1914,74.593,86.673
1915,74.438,87.129
1916,73.876,86.88
1917,74.76,87.033
1918,74.564,86.207
1919,74.883,87.136
1920,74.997,86.901
1921,75.563,87.326
1922,74.958,87.052
1923,75.22,86.969
1924,75.166,87.692
1925,74.742,86.938
1926,75.19,87.186
1927,75.845,87.295
1928,74.75,86.708
1929,75.799,86.754
1930,75.646,85.815
1931,75.756,87.557
1932,75.661,86.577
1933,75.851,86.707
1934,74.651,85.562
1935,75.781,87.163
1936,74.718,86.219
1937,75.552,86.325
1938,74.903,86.894
1939,76.008,86.282
1940,75.702,86.463
1941,75.435,85.789
1942,75.674,86.784
1943,76.277,86.653
1944,75.642,87.085
1945,75.669,87.102
1946,75.798,86.633
1947,76.013,86.104
1948,75.461,86.738
1949,75.71,87.206
1950,76.006,87.179
1951,76.467,87.762
1952,76.638,88.931
1953,76.412,88.296
1954,76.325,88.137
1955,76.984,87.765
1956,75.665,88.379
1957,77.03,87.991
1958,76.628,88.57
1959,76.77,88.055
1960,76.147,87.552
1961,75.883,88.335
1962,75.836,88.179
1963,76.006,87.124
1964,75.475,87.944
1965,76.594,88.086
1966,76.201,88.636
1967,76.652,88.244
1968,75.733,87.653
1969,76.373,87.894
1970,75.904,87.577
1971,76.224,87.396
1972,76.174,86.948
1973,76.881,87.144
1974,76.74,86.776
1975,76.341,86.309
1976,77.176,85.888
1977,76.449,86.829
1978,76.34,86.313
1979,77.185,86.735
1980,76.394,87.21
1981,77.113,87.086
1982,76.268,86.88
1983,76.786,87.073
1984,75.698,86.943
1985,75.598,87.432
1986,75.779,85.896
1987,74.688,86.09
1988,74.797,86.117
1989,75.314,87.064
1990,74.883,87.069
1991,75.039,86.605
1992,74.963,87.117
1993,74.798,86.907
1994,74.274,86.443
1995,74.604,85.848
1996,74.026,86.618
1997,76.048,86.326
1998,75.264,86.233
1999,75.883,86.28
2000,75.873,87.294
2001,76.316,87.22
2002,75.608,87.579
2003,76.112,87.959
2004,75.684,87.929
2005,75.632,87.91
2006,74.372,87.495
2007,75.338,88.576
2008,75.341,88.079
2009,75.072,89.055
2010,75.491,88.094
2011,74.869,88.829
2012,76.077,88.207
2013,75.91,89.091
2014,75.689,88.074
2015,75.983,89.353
2016,75.885,88.535
2017,76.017,89.639
2018,75.527,88.616
2019,75.684,89.387
2020,76.467,88.009
2021,76.836,88.867
2022,77.12,88.008
2023,77.518,87.284
2024,76.092,87.168
2025,76.948,87.369
2026,75.775,87.395
2027,77.038,87.891
2028,76.416,87.583
2029,75.971,87.505
2030,75.429,86.976
2031,75.629,86.735
2032,74.652,86.442
2033,75.675,86.596
2034,75.022,85.742
2035,75.55,86.793
2036,73.85,85.645
2037,74.538,86.576
2038,74.702,85.162
2039,75.533,86.674
2040,75.967,86.741
2041,75.903,87.352
2042,75.746,87.38
2043,75.77,88.124
2044,76.18,87.656
2045,75.377,88.124
2046,75.107,87.809
2047,75.272,88.057
